,reviews,Review Sentiment,Sentiment
314,"extremely sub-par service. extremely sub-par service. highlights: no online meal selection. staff pretty much dropped off whatever meal they had and were very rude if a passenger wanted it changed. last meal was delayed to the last 40 minutes of flight. plates were literally grabbed away. i had to hand over my unfinished plate that the staff again dropped on me. no apology. no offer of a napkin. i had to scrounge for a piece of paper to clean my jacket. none of the passengers were told to straighten up their seats before meal. because the seat before me was so tilted, i could barely keep the plate on the tray without things slipping off. staff walked down with some water and biscuits. this got exhausted just before she got to me. she just looked at me and walked away. nothing further was offered.",0.2375,Neutral
315,"the service was excellent. i virtually gave up on british airways about three years ago, writing off my avios and opting for other airlines. but my return flights from heathrow to lisbon this week were very good. the aircraft were pretty much full, but the service was excellent and the food surprisingly good. a particular shout-out to a flight attendant called jo, but all the teams there and back were enthusiastic and attentive. i'm going to have to start spending those avios.",0.979,Positive
316,"i thoroughly enjoyed my flight. i was pleasantly surprised that the airline could maintain a steady schedule with little delay considering the time of the year and the weather. the flight from montreal was my return flight to scotland, but i originally booked to fly to and from toronto, but the airline helped me cancel and i rebooked for a cheaper flight. the inflight service was pretty decent andthey do offer a blanket and pillow. as well they walk through the cabin offering drinks and handing out a small snack prior to the leading meal service. while the food was typical air plane food. i thoroughly enjoyed my flight and had no issues at all with my flights.",0.8603,Positive
317,"wouldn't let me check-in until 24 hours before. british airways is late, their website is atrocious, and they wouldn't let me check-in until 24 hours before the flight. i have been trying for 6 hours to check in through their website, and/or find a real person to speak with. customer service had such a thick accent i didn't think they were speaking english.",0.0,Neutral
318,will honestly never fly them again if i can help it. flew from amman to london on nov. 14 2022. not sure what type of aircraft it was. my ticket was economy plus. the flight is 5h35m. we received exactly 250ml of water and about 10 potato chips. the seats did not recline and there was no entertainment system. any other food or drink had to be purchased. so we couldn't even get a warm cup of coffee or teas. it is the third time i have flown with ba recently and was unhappy each time but did not write a review. will honestly never fly them again if i can help it.,0.7272,Positive
319,"very unprofessional for a renowned airline like ba. this is the worst experience i have ever had with any airline. i flew with british airline on august 21st 2022. i had one checked bag that was lost at heathrow airport. i am aware that at that time there was a system error with the baggage belt and many travelers were affected. i filed a report for my missing bag on the same day i arrived at lax airport, and that was on august 21st. i waited patiently for three weeks (which is the time frame to either find the bag or be eligible for a compensation). when i did not receive any update on my lost bag, i filed a claim for compensation, and that was on september 11th. since then, i have been waiting for a response from the customer relation with no good signs of resolving the issue. i emailed them and tried to update the claim but still no response until today. i contacted the baggage team and they were not helpful and did not ease my prolonged waiting. the only way to contact customer relations is via the website and they're not even getting back to me. every time i talk to a customer service agent, they tell me to wait some more. i have been waiting for almost three months now and my issue is not resolved yet. this whole experience was a hassle. very unprofessional for a renowned airline like ba.",-0.9544,Negative
320,"lounge was overcrowded and worn out. flying lhr t5 to cpt november 2022:  ba app and website not working properly - would not load my ticket. lhr t5 smooth and calm. checking process quick. - but boarding card would not scan at security, they gave me one for someone else to a different destination.  ran back to checkin to get correct one. bags also tagged incorrectly and had disappeared.  someone ran off to find my bags in the depths of t5 and retag them (amazingly they did show up in cape town).  told only main lounge was open not b and c pier lounges. turns out this was false information ... b pier lounge was open. but i was in main lounge which was overcrowded and worn out. -arrived late to the gate (train not working). there was a biz class lane (quick) but then a giant queue to get on the plane as they only had one airbridge, not two. seat comfy and cabin clean but the sinks were taped up as the waste was not working. i was offered hand sanitiser instead but this is disgusting (imagine going to the bathroom and not being able to wash your hands as there is no sink). unbelievable that ba dispatches planes in this condition. food average. wine served way too late (choice of wine with cold food, or eat food first and matching wines come a quarter of an hour later). overall experience 2/10. flew air france (fortalaza to cdg to lhr) two weeks earlier which was way better. how embarrassing for ba.",-0.8671,Negative
321,"very uncomfortable trip. worst experience ever. outbound flight was cancelled and i was not notified. i was rebooked on a very uncomfortable trip. inbound flight delayed 1 hour, also not notified. on top of it, they boarded my hand luggage, which was the only bag i had. extra wait in milan then. food is horrible.",-0.8953,Negative
322,"rate this just as a mediocre journey. check in was a shambles at bwi, just 3 counters open for a very full flight. the bag drop queue was even longer than the regular check-in queue! boarding was done by zones so that was carried out reasonably well. once on board, the fas were fine, not as engaging on my outbound flight to iad. the aircraft was cramped and the seats in economy were horrible. i was seated in an aisle seat (row f) where there is an entertainment box taking up a third of your legroom. overall, very cramped seat, poor legroom and awful ife screens. the meal was mediocre and there was no bar service before the meal this time. on lading, we were served a hot sandwich which had oozing cheese all over the wrapper so it was not pleasant to handle but tasted very good! the plane landed at a remote stand which meant that we had to be bussed to t5 and since it was raining, it was not a nice experience. overall, i rate this just as a mediocre journey.",-0.659,Negative
323,baggage yet to be delivered after 5 weeks. beyond disgusted with the fact that my baggage has yet to be delivered to me after 5 weeks of emails and calls to ba. two pieces reported 29th september. ba responses are generic non specific and all attempts to speak to a customer service worker are obstructed. all this from an airline touting its values and claiming yo be one of the best in the world. disgraceful does not fully describe their customer service.,0.4215,Neutral
324,"misplaced our luggage during our wedding trip. on july 19th 2022 i had submitted a complaint form with regards to the fact that ba had misplaced our luggage during our wedding trip to italy and we've lost 2 days and incurred additional expenses in retrieving them, for which i had provided all copy of receipts for. i requested for my expenses to be reimbursed, they agreed, i sent all requested information and was told in 2 weeks i will be receiving it. it's 4 months later and british airways has not processed my reimbursements and stopped answering my follow-ups on the matter.",-0.4939,Neutral
325,"zero faith in british airways. i booked the flight on oct 8, but have to cancel the flight on the same day after learning that i can't get my entry visa in time for the flight. and i did receive a confirmation email says my flight was canceled. but in the cancellation email, the booking reference number is a different one. so i requested cancellation, but ba canceled another person's flight and sent the confirmation to my email? i assumed that my flight was canceled, but after more than 3 weeks, i still have not received any refund, so i reached out, and it turned out my flight is still on?! and it is getting even more ridiculous when you try to reach out to ba. i tried multiple different ways, phone calls, and emails, but none was able to investigate what actually happened nor has the authority help cancel my flight without paying penalty. based on my experience, no ones reads your email carefully, no matter how much context you put in. given all i have experienced, i have zero faith in british airways.",0.5508,Positive
326,under whelmed by the experience. london to gibraltar on 25th october 2022. i booked my flight several months ahead of travel and was rather disappointed by the experience.  ba attempt to nickle and dime the customers with outrageous seat selection prices. offering of a very small bottle of water and a nutribar as a breakfast and one gains the impression of where ba aim to be positioned at of late. the a320 has was no inflight entertainment or a route map. the staff disappeared for most of the flight. the flight was punctual but i felt cheated and under whelmed by the experience.,-0.8429,Negative
327,"about as abysmal as you can get. i’ve generally been a loyal gold status flyer with ba if they fly the route i’m after but my recent flight to nairobi was about as abysmal as you can get. we should have departed at 10:20 but after continuous delays finally left 4.5 hours late, not ideal when you’ve then got an 8hr + flight. staff informed us virtually as we took off that the meal and drinks service would be started and completed asap as they needed to get rest because of hours we had been delayed. they couldn’t get it out and away quickly enough. that was then basically the last you saw of them until they came around an hour or so before landing. i sincerely hope they enjoyed their rest because when you pay full fare for business class service you actually expect a service. they were all extremely miserable and clearly didn’t want to be on board. we’re still waiting for you to pay our compensation that has been awarded to us by the official ombudsman in july for the cancellation of our flight to miami in march. this was cancelled at 3am for the 2:30 pm flight !",0.8513,Positive
328,"has returned to full service. a great flight. the suites on this aircraft really provide maximum comfort. british has returned to full service so meals were coursed, menus and hot towels provided…etc food was quite good with choices provided for both meals. service was ok, i prefer to have the same person serving me rather than a hodge pudge but that’s my preference. entertainment was good as was connectivity. no real complaints except a minor one. the tray table seemed far from me while eating in its closest position. i actually felt like i was in a true business class, not by qatar’s standards, but that’s another story.",0.9644,Positive
329,"this flight was quite good. i am happy to say that this flight was quite good. except for the second rate euro business seating, everything was very well done. a friendly, informative cabin crew served a good hot breakfast while being very communicative to folks nervous about heathrow transit. well done. unfortunately, a bus gate was used upon arrival.",0.9183,Positive
330,"no attempt to provide fresh or hot foo. just a few years ago flying on ba was enjoyable, but times have changed. these days about five hours on board the plane is no fun at all. the terminal 5 experience still feels classy, and on the way out it felt well staffed and efficient. on board though, it’s just become an experience to be endured. ba’s mean decision to split seats into nicer for the first half of the plane, and nastier for the rest underlines this. there is no entertainment, no magazine. refreshment purchases are brought to the seat after ordering from an app. there is no attempt to provide fresh or hot food on the day, despite the competition being able to do this. is it too much to ask for, when trapped on board for five hours? you get a free tiny bottle of water and a small cereal bar. on the outbound flight the crew collected rubbish just once before landing, but helpfully tied a bag around a toilet door down the back in case anyone wanted to fight their way past and clear things up themselves. recline buttons have been deleted on the seats and the seat pitch feels squeezed. on the return flight, for one reason or another due to ba’s delays from the previous day, we were just under two hours late getting off the plane late in the evening and some passengers couldn’t travel at all because there were not enough crew. the cabin crew were nonetheless distinctly more professional on this flight. altogether, i would say good things if there were any - but it’s hard to think of anything i could recommend ba for; and that is a pity, because it used to be a professional company to deal with and a pleasure worth looking forward to when making european journeys.",0.9715,Positive
331,"a very positive experience. a very positive experience with ba. seats were new style club seats and very comfortable for sleep. food was fine but not outstanding. wi-fi good, and video screen large and bright. baggage came out very quickly at heathrow, had the same experience on the return flight to atlanta. all in all, would fly ba again, but would probably want to make sure it is new seats.",0.6065,Positive
332,"baggage took 3/4 hour to be delivered. baby across the aisle cried nonstop and crew yakked in the galley so on this long flight there was no possibility for any sleep or even rest. mentioning to a crew member that their colleagues were talking loudly made no difference at all. my second meal was something inedible, no way to get a simple bag of crisps or nuts, instead an assortment of dried something. baggage took 3/4 hour to be delivered and had no priority for club or even first passengers; we were all kept waiting after many economy bags had been delivered. a380 is a great aircraft but the ba seating is still the very tired old yin/yang configuration with some people stuck in the middle of 3 seats (probably not what anyone is expecting in business class these days)",-0.8776,Negative
333,"cabin crew were very pleasant and helpful. evening flight from lhr to iad on an a380. check in at t5 is poor, most of their kiosks don't work well and staff have to be called. boarding was very poorly managed. the ground staff were overwhelmed because it was a full flight and were struggling to manage passengers. the gate was small and there was insufficient seating for such a big aircraft. the flight was full and it left 50 minutes late but the pilot kept us informed on this issue. once airborne, service started quite quickly and the cabin crew were very pleasant and helpful. they did their job very professionally and efficiently. they answered the call bells promptly and nothing was too much trouble. they started out with a bar service and were generous with drinks and then came the meal service and the food was very good. the ife was old and clunky but had sufficient movies and tv programmes for a 7.5 hour flight. the seat was comfortable but legroom was tight. all in, it was an uneventful journey and i would give it the thumbs up but ground services needs attention.",0.9695,Positive
334,"very rude and unhelpful staff. we boarded our flight at edinburgh to london for our connecting flight to san francisco on 4th october, there were a lot of americas heading back to america from scotland because of the open golf at st andrews. the woman at the counter was rude, i was actually embarrassed to be british at the time. shouting, snapping at people and just had a real horrible way about her. on the flight from london to san francisco, prior to the 24 hour check in, i spent £150+ to reserve two seats for our once in a life time holiday to america. once we boarded, it was evident that the seat i was sitting in was broken. the recliner button was not working and had been pushed into the frame of the arm rest. i asked the flight attendant at the time of there was anything that could be done, but not only was she also rude, but seemed uninterested in that fact that i was going to have to sit for 11 hours on a flight with a seat that wouldn't recline. i eventually got the flight to state that she would report the fault, only to find out that multiple other seats on the economy seating area were also broken. attitude with british airways staff has been absolutely horrendous. so, after getting off the flight, i decided to make a complaint to british airways. bearing in mind that i had paid £150+ for the privilege of picking a seat. i asked for a refund for the cost of the booking of the seat prior to the 24 hour check in, only to be told no, they don't do refunds. i paid for a product that was broken, met with nothing but rude staff, and they are telling me they can't refund the cost of booking the seat? 4 emails to the customer team and they are still refusing, they are also refusing to tell me whether or not that the fault was reported prior to me sitting in that seat. all they have now offered me is a £50 ba voucher, which i declined on the basis that if they picked my seats (for example i hadn't payed for the seats prior to the 24 hour check in) then a £50 voucher would be ok, but not when i have spent my own money to select a seat that was broken. after all my experiences with ba, i will not be using them again. very rude and unhelpful staff and i will chose another carrier in the future, im actually ashamed that ba treats people the way they do when they are a national airline for great britain.",-0.9885,Negative
335,"cabin crew were very helping. while entering the aircraft it was very rushed no smooth boarding people were struggling with cabin luggage and finding their seats and heating was high that i was suffocating. i got faint due to that heat, but the cabin crew were very helping so all the thanks to those who helped me at that time. other then that when i called cabin crew to ask for some water they took half an hour to response.",0.7046,Positive
336,"all in all ba was just fine. lhr-lax. i prefer the boeing 777 over the a380 as the seats don't seem too cramped. check-in was very easy with the kiosks as was bag drop and security at heathrow. t5 is a whole other story. once through security its up the escalator, up the stairs, up the elevator, down the escalator get to the gate, no seating, then down an escalator and finally down the jet bridge to the plane. i have been in and out of heathrow many times but never in t5 before. anyway cabin crew were pleasant; drinks and meal service were fine. it was a day flight so no real sleeping and passengers were all moving around most of the flight. the entertainment system was good with decent options, so i occupied my time with several movies. nice landing at lax. all in all ba was just fine.",0.9562,Positive
337,"recommend ba's new club class. flew back to uk from miami in new club world suite - a huge improvement on the elderly yin and yang style club world. boarding easy. took off 1/2 hour late due to delayed incoming aircraft but made up this time on way back and landed on time. very comfortable suite with plenty of storage for bits and pieces. bedding and large pillow supplied. attentive fa's - especially anna who addressed me by name). however, let down by very average catering (not very good short rib beef and underwhelming salmon for my wife). and, sadly, once again a very poor choice of films on the ife which let down the excellent 17inch touch screen. refused to pay ba's extortionate pre-pay to book your seat fees, and still got 2 seats together. c'mon ba - do we not pay enough already to travel club class ? i can recommend ba's new club class and we will travel this way - if we can afford it - in future.",0.3939,Neutral
338,would recommend. i flew with hand baggage but security at dubai was quick. entered lounge which was a bit small but good and drink offerings sound. flight on a380 left on time. few technical issues with ife which would have been really irritating had it been a day flight. decent snack and slept well. arrivals lounge excellent. would recommend.,0.9255,Positive
339,"hit the  call button, no response for an hour. london to cairo. first, on this 5 hour mid morning flight the only complimentary food and drink were a tiny bag of pretzels and a small bottle of water. even southwest is more generous. when unable to connect my phone to order food, i hit the fa call button with no response for more than an hour. when the fa came to collect garbage i had to show him the call light and he gruffly asked me what was the matter. he used his phone to place the order.",0.659,Positive
340,"she was attentive, warm, friendly. this review is specifically about maddie, crew member who took care of us. she was attentive, warm, friendly and nothing was too much trouble. smiling from start to finish. she should be the brand ambassador for ba.",0.8225,Positive
341,"cramped single aisle aircraft. 5 hours in a cramped single aisle aircraft, no inflight entertainment. in economy there is no free catering other than a bottle of water a packet of crisps and a minimal selection of food items for purchase.",-0.7379,Negative
342,"it was an ok experience. dfw-lhr. had an easy transfer at dfw from american airlines to british airways heading to london. first ride on an a380 left me with the feeling that this plane type won't ever be my first choice. was seated upstairs where the cabin space seemed very roomy, but the seats and rows were very cramped. when the passenger in front reclined the back of the seat was 7 inches from my face and i had a real difficult time trying to view the seat back entertainment screen. the seat itself wasn't too bad but i felt squished and locked in. on a plus side, having a window seat gave me this nice storage area by my side. ground staff were pleasant and cabin crew were really nice. plenty of beverages offered and multiple water runs were made during the night. dinner was rubbish as was the morning pre-landing snack. the entertainment system was very responsive and had a pretty good selection of movies, tv, music and games. all in all it was an ok experience and did get me to london on time and our baggage arrived safely, but i'm not sold on the a380. t5 at lhr is another story that will be in a different review. what a mess that place is.",0.9917,Positive
343,wait for cases at heathrow t5. check in at jersey straightforward. there is a small business class lounge at jersey with reasonable drinks range and some limited food. flight boarded on time but take off was delayed due to poor visibility at lhr. captain kept us well informed and we eventually took off 50 mins behind schedule with a 20 minute late arrival at heathrow. good service from the cabin crew and a bacon roll and coffee served. disappointing that the wait for cases at heathrow t5 was as long as the flight!,-0.722,Negative
344,"cabin crew are usually exceptional. check in at lhr t5 was very quick and queue for security short. we used the south lounge which was supposed to be the quieter at the time, but was very busy and difficult for our group of 3 to get seated together. flight boarded on time. whilst this is only a short flight (35 mins) the service of the cabin crew was outstanding. glass of champagne, coronation chicken salad and a coffee all served with a smile and a little banter. in spite of some of the issues with ba, their cabin crew are usually exceptional and this was no exception. flight landed on time and bags delivered quite promptly.",0.3818,Neutral
345,"i still found it underwhelming. the check-in process was smooth. i got access to the iga lounge which was nice, but not as nice has the turkish airlines lounge. on board was what all this flight was about. this was my first time flying intra-european business class, and though i was well prepared, i still found it underwhelming. first, the seat is just a normal economy seat, with the middle seat blocked off. there is no personal ife, so basically no entertainment for a 3-hour flight. meal service was very slow, and by the time it reached half of the business class cabin, one of the 2 choices ran out, plus the meal was not as good as the economy meal i got on my turkish airlines flight a few days ago. i could see that staff did their best, but since there were 32 business class passengers on a single aisle aircraft with a small galley, there was so much they could do. also, the 32 passengers shared one single wc, meaning a long line for the bath room, something i have rarely seen in business class. arrived at lhr, we did not get a contact gate, but the thing was that there was no bus either, and the crew announced that they had no idea when the bus would come. it finally came, of course, and the delay was more on the airport than the airline, but since ba is the main operator at heathrow t5, such things will affect their reputation.",-0.7638,Negative
346,"at least the food tasted good. this is my first time flying ba's new club suite, which, in my opinion, is very good. flight to the us, including mine, departed from concourse c of terminal 5 which did not have many shopping or dining options. however, it was quiet so finding seating was quite easy. the highlight is the club suite, which is spacious and provides a great deal of privacy. meal service was slow, and everything was served on one tray, all at once. i think now is the time for them to begin to get back to pre-pandemic standard. at least the food tasted good, which was not something i previously experienced on ba flights, even in first class.",0.9437,Positive
347,"i will never travel ba again. my 7am flight for a conference in june was cancelled with less than 12h notice - without being given any alternative flight or rebook me upon alternative flight. upon calling customer service, customer service who said she can only get me a flight 2 days later. they did not work with me as i miss 2 days of conference. they asked me to travel to a different airport in sweden (stockholm); which i reluctantly agreed to as i was not given any other choice - but i had to pay for that domestic flight myself. upon reaching the gothenburg airport on the day of departure, i saw a direct flight to heathrow, called customer service and was told there is 1 seat available. so i changed to 8.15am from gothenburg - heathrow - jersey. however, at this point ba told me i have to pay a fee of gbp 710 as i “changed my flight a 2nd time”.  i find it a disgrace that ba charge a fee to change a flight that they cancelled, and they were unable to give alternative options to reach my destination in for the conference. ba proposed that i travel to another airport in sweden at my own expense. i have since contacted ba for the legal compensation i’m entitled to according to uk law, but i got a rejection as they claim i arranged my own travel to my destination. if i have a choice, i will never travel ba again. such awful customer service and complete lack of understanding of customer needs.",-0.9468,Negative
349,"personnel was just magnificent. british airways personnel was just magnificent. my flight into london was delayed, security had long lines, i ran like a madman to find the gate closed but the plane was still there… the lady at the gate worked the computer at 200 miles an hour to allow me to board (the software program was already closed). this while the flight manager, who came towards the gate, urging her to make a decision since the plane was about to loose its take off spot in line. i was sweating from the run, still out of breath while she handed me my passport giving me the green light to board. i bolted again into the plane feeling bad that i did not personally thank her for her magic. i really hope she gets recognized by british airways for her performance. thank you for all you do !",0.7973,Positive
350,should be more snacks on board. good flight apart from my seat fabric was coming apart on39j and lack of good leg room. meal was good from singapore. should be more snacks on board. my neighbours passenger charger and headphone socket didn’t work.,0.7506,Positive
351,crew were friendly. flight was 1 hour late leaving gate. crew were friendly. seats comfortable. but the complimentary snack provided was a bag of ready salted crisps.,0.8847,Positive
352,"very short leg space. london to istanbul. british airways business class rows comprise of three seats with the middle seat empty. front rows about 5-7 are considered as business class, with very short leg space.  no pillows, no blanket, horrible inflight service, staff were harassing me. no curtesy for business class check-in while waiting for flights.",-0.6075,Negative
353,staff were no help and frankly rude. london to manchester. british airways is probably the worst air company i have ever flown with they took 2 hours to unload the luggage and the flight was delayed by an hour. the staff were no help and frankly rude.,-0.8822,Negative
354,flight was cancelled at the last minute. flight was cancelled at the last minute due to “weather” despite pretty much all other flights not being affected. booked onto a flight the next day. arrived at the airport 2.5 hours ahead t5. horrendous check-in and security delays meant we almost missed the new flight. the flight was fine once we got on it but the damage was done.,-0.799,Negative
355,"i have to write a positive review. after having a few not so good experiences in the past, i feel i have to write a positive review as well where it is deserved. first of all, the improvement in the ba lounge in gatwick is massive. the buffet was a joy. we flew on a ba flight but operated by iberia express. wonderful staff and the food was exceptional. whoever brought in this change of food supplier ... congratulations! also may i add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. i am still not clear on luggage being labelled ""priority"". the luggage certainly does not come out first in the destination airports.",0.9672,Positive
356,"review is for ba booking system. this review is for ba booking system not a flight . today i clicked wrong date on line, my mistake and expect to pay a fee. i then go to “cancel booking” and click on the option to not receive a voucher, immediately i received a response saying my voucher is on its way. i call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually i give up and want to book a new flight, obviously at a much higher price but using the voucher i didn’t want. however to my surprise i am unable to use this voucher because they can’t tell me what it is until i receive it at a point in the future that they can’t say when. so they now have my money and i have to re-book at full cost. in the end in order to get me off the phone they hung up.",0.0772,Neutral
357,i will not be flying ba again. manchester to seattle via london. i will never fly ba again. they cancelled my return flight from heathrow back to manchester and then cancelled the alternative offered. we had to get our son come all the way to london to pick us up and take us to our car in manchester. the food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. i will not be flying ba again,-0.7269,Negative
358,"not been recompensed for our expenses. our flight in march 2022 from san francisco to london on 28th march was cancelled with 3 hours’ notice. we found out on the shuttle bus to the airport. we had to stay overnight for the next day flight. we still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. it is the usual 30 min or longer time to wait on customer service picking up. during this trip, we had to re-schedule a return flight (my wife was ill). this should not have been a problem as the flights were re-bookable. we were given a voucher. this voucher was only bookable by phone. when i phoned to rebook, we got the automated voice saying ba were not taking flight bookings by phone. you can see the problem - how do a use a voucher where i must phone and they are not taking phone bookings ? all i have been offered is another voucher. the time to use has passed. it must be great to be a business that can print endless a4 vouchers and not return money paid for services not rendered. we returned home with aer lingus with no drama.",-0.8176,Negative
359,"she went above and beyond. i sat in seat 25c. our cabin crew lady was called gina and she went above and beyond to keep the customers happy. she greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. her trolley service was excellent and she took great care in what she was doing. she had time for a quick chat and i think she said she was half german and half bulgarian, a really lovely young lady who is a credit to british airways.",0.986,Positive
360,"hard working crew. full afternoon flight. ready to fly on time. arrived early. uneventful flight. good service. pre dinner drinks. drink with meal. coffee, drinks available at back. avml meal was tasty. hard working crew on a full flight. audio worked well.",0.7269,Positive
361,"philippines airlines require a 24 hr negative covid test. i was told i'd require a 48 hr negative covid test for entry into philippines. booked my trip via ba.com, with a transfer in singapore. they delay my transfer to the next day, okay, not too bothered as have my 48 hr negative covid test, but when i try to check in at changi airport, the philippines airlines check in staff require a 24 hr negative covid test. had to rush to a different terminal, get tested, wait for the result, rush back to check in ...the gate had closed.  had to book an extra night in singapore hotel, book my own flight to manila, then also the return journey back to london. if one misses one leg of a ba booked flight, the remaining flights get cancelled.  i discovered oman air business class and better then british airways, from treating their customers, quality of service, the business class experience.",-0.858,Negative
362,"not worth the risk of travelling with ba. having been promised help to find a hotel room after an outgoing flight from heathrow was running very late and my hotel would be closed, i boarded the plane on this basis. i was subsequently dumped at barcelona airport at 0038 to sleep the night on the floor. there was no help at there to find a hotel. i have ms and can't walk without help, ba did nothing, their partners iberia did nothing. at about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. i lost my holiday, my hotel booking, and my music course. ba insist it's not their fault it's the hotels for closing. i would not have got on the plane had i known. i found out i could go to arbitration. ba now say they will withdraw the 'offer' of expenses if i do. their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is bad enough. for someone who is not mobile, it seems to have ditched the specific responsibilities of duty of care and towards disabled passengers. so for people with disabilities it's just not worth the risk of travelling with ba.",0.7485,Positive
363,"cancelled my return flight. i am a business class customer. british airways cancelled my return flight and chose an alternative flight with 3 stops. after i complained, they changed the date. when i told them the date would not work, they attempted to charge me additional $5,000 for the change. i submitted a complaint and have not heard anything.  if you try to reach out, no chance.",-0.7987,Negative
364,"staff were so friendly. barbara collins was super helpful. my boyfriend & i booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! much appreciate ba! we had a terrific flight over. food, drinks & nibbles were great & staff were so friendly. looking forward to returning home with ba.",0.9824,Positive
365,"amazing at her job. my husband, parents who are in their 80’s and i were traveling back to ny from naples, italy and had a stopover at heathrow, london. let me just say we were not happy when we arrived late to london and missed our connecting flight back to ny. the reason writing this review is the great customer service that kashmir dhami gave us. she was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! she is so kind and is amazing at her job.",0.9197,Positive
366,"no food available for the 4 year old. on our recommendation my son and his young family (child 4 and baby 9 months) and wife, flew ba to the usa from cape town, leaving yesterday evening. just got off the call with him, after their arrival at heathrow. shocked at what he told us re the cabin service provided (or not!!) especially as my wife and i have used them many times a year for + 20 years of business flights from rsa, this our recommendation to him to use them for his holiday. my grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. last one was told ""wait till drinks are served!"" then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it sir"", that sealed it for us, if that’s the ba response to what’s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate.",-0.3561,Neutral
367,"we had a nice flight. we had a nice flight. pushed-off exactly on time. cabin crew very efficient in all things; friendly for the most part as well. dinner (hot!) and complimentary wine served in premium economy very good. do avoid middle seats though, even in premium economy. only issue was with indifferent/non-helpful ba call center who refused to honor one world status to select seat choice in advance. nice start to a 3 week trip to england.",0.9594,Positive
368,"2 suitcases lost in 2 flights. holidays ruined, 2 suitcases lost in 2 flights i travelled from london heathrow to amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. at our arrival in amsterdam, one of the suitcases was missing, left at london heathrow, so we had to fill in a report in amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. today i travelled from amsterdam to london city airport, again they didn't allow me to board with my cabin suitcase, and when i arrived in london, the suitcase was missing, left in amsterdam. 2 suitcases, 2 different flights, they've ruined my holidays. no compensation, no dates on when will i get my property back, no information, lies and more lies.  i was told i could complain online and buy all the things i need, shoes, toiletries, clothes, and i might receive the money back in 30 days! yes, i might.",-0.8941,Negative
369,some things just do not change at ba. despite ba's promise to credit double tier points for a holiday booked on their website i have received no additional points and my four email communications (including to the chief executive) have remained unanswered. do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. some things just do not change at ba.,0.7742,Positive
370,"i have not received my refund. refund process is non responsive i have been following up on my refund since october, 2021 which is 9 months now. i have contacted the customer service deck and sent mails to [email protected] several times and all they tell me is it’s been processed. british airways customer service is bad and needs to be worked on. till today i have not received my refund. i am just wondering what is happening!",0.2942,Neutral
371,"has taken a nosedive in my opinion. customer service is non-existent. for over a week customer service number message said to call back in a couple weeks. nothing we needed to accomplish could be done on ba.com i was flying to nairobi to bring my sister back after her husband died suddenly, my sister and husband had tickets on the july 18 from nairobi to jfk. when ba received the death certificate, they cancelled my sister's ticket, not once but twice. it took almost 5 weeks to correct this incompetence. my niece and my wife were on the phone for hours plus hold times. 8 times we were told by the web help number we would get a return call and no one ever called back. the ticket was in premium economy. when i tried to upgrade to be with my broken- hearted sister, the price was $4029.00 plus a $25.00 service fee. where is the efficiency? where is the empathy? where is the decency? in addition to the stress of losing her husband, my sister had to go through totally unnecessary stress of not having a ticket until 7 days before her flight. also when i made my reservation, i was given a price and within 10 seconds was told there was a $1400.00 increase. british airways has taken a nosedive in my opinion. words simply don't convey my very deep frustration and disappointment with the company",-0.9818,Negative
372,"a good flight overall. flight on a380 sfo to lhr. smooth check in at san francisco. airport quiet and efficient. dedicated ba lounge, excellent food and beverage options and attentive staff. lounge was very crowded though. minor departure delay and onto a380 upper deck. i prefer the club world cabin on the upper deck as it is very much quieter. old style product but clean and well maintained. staff offered a good level of service and reasonable meals. on time arrival, baggage quite slow. a good flight overall.",0.9577,Positive
373,"managed to lose my luggage. for this 5 hour 15 min flight, you are given a bag of potato chips, and a bottle of water. if you want to purchase more food and drink you do this via their app on your phone. or like me you can pre-order weeks before you fly. however there is no guarantee you will get your order, mine never came, so after enquiring where the order was, they told me they had food for someone who was not on the plane, that someone was me it turned out. they also managed to lose my luggage.  i am still waiting for them to contact me regarding it. i will never use them again.",-0.163,Neutral
